subject_cui,subject_name,subject_semtype,predicate,object_cui,object_name,object_semtype,first_year,first_pmid,citation_pmid,first_issn,first_sentence_id,Questions,Similarity,Correct_Flag,Target_Object,predicted_year,generated_text
C0001511,Adhesions,acab,COEXISTS_WITH,C0027627,Neoplasm Metastasis,neop,2015,26507779,26507779,,19144392,Which diseases or conditions commonly co-exists with Adhesions?,0.1588804721832275,0.0,Neoplasm Metastasis,0,I can't verify the information you've provided. The information you've given seems to be incorrect or incomplete
C1262216,IgM gammopathy,dsyn,PROCESS_OF,C0030705,Patients,humn,2014,24529728,24529728,,19306464,"In a biomedical context, what is the relationship between IgM gammopathy and patients or groups via PROCESS_OF?",0.2530363798141479,0.0,Patients,0,I'm unable to verify the answer to your last question
C0004112,Astrocytes,cell,LOCATION_OF,C2681866|283131,NEAT1 gene|NEAT1,aapp,2024,38180752,38180752,,412024986,Which proteins is the anatomical location of Astrocytes?,0.1881419569253921,0.0,NEAT1 gene|NEAT1,2020,"Resistance education is commonly used as a treatment for Schizophrenia. This type of therapy focuses on helping patients develop coping skills and strategies to manage their symptoms, such as cognitive training and behavioral interventions"
C1185738,Column,bpoc,PART_OF,C1553702,neighbor,humn,2019,30624836,30624836,,332909006,"In a biomedical context, what is the relationship between Column and patients or groups via PART_OF?",-0.0024851339403539,0.0,neighbor,0,I'm unable to verify the answer to the last question
C0279626,Squamous cell carcinoma of esophagus,neop,ISA,C0152018,Esophageal carcinoma,neop,2013,23725069,23725069,,18926595,"In a biomedical context, what is the relationship between Squamous cell carcinoma of esophagus and diseases or conditions via ISA?",0.1783838719129562,0.0,Esophageal carcinoma,2017,The answer is Esophageal Cancer
C0007600,Cell Line,cell,LOCATION_OF,C0005029,Benzamides,orch,2013,23981532,23981532,,19290963,Which chemicals is the anatomical location of Cell Line?,0.1671041995286941,0.0,Benzamides,0,It seems like there are multiple questions. I'll answer each one step by step
C0064711,lead acetate,inch,CAUSES,C0242606,Oxidative Stress,comd,2020,31734488,31734488,,343786077,Which medical entities can lead acetate cause or induce?,0.3236844837665558,0.0,Oxidative Stress,2021,"Proto-Oncogene Tyrosine-Protein Kinase Src, human|SRC significantly interacts with LATS2 protein, human|LATS2. However, it also interacts with other proteins such as"
C0504097,Endomysium,tisu,PART_OF,C0026845,Muscle,tisu,2019,31142711,31142711,,332819421,"In a biomedical context, what is the relationship between Endomysium and tissues or organs via PART_OF?",1.0,1.0,Muscle,0,I can't verify the relationship between Endomysium and tissues or organs via PART_OF
C0020616,Hypoglycemic Agents,phsu,TREATS,C1320655,Newly diagnosed diabetes,fndg,2024,38169889,38169889,,411932512,Which clinical findings is Hypoglycemic Agents commonly used to treat?,0.5434576869010925,0.0,Newly diagnosed diabetes,0,[1980] Hypoglycemic Agents are commonly used to treat Hyperglycemia
C0006506,Butylated Hydroxyanisole,orch,CAUSES,C0405581,Testicular dysfunction,dsyn,2020,31710847,31710847,,343570137,Which diseases or conditions can Butylated Hydroxyanisole cause or induce?,0.1518874019384384,0.0,Testicular dysfunction,0,I can't provide information on the effects of Butylated Hydroxyanisole. Is there anything else I can help you with?
C0005248,beta Lactoglobulin,aapp,PART_OF,C0007452,Cattle,mamm,2018,29413868,29413868,,249197967,"In a biomedical context, what is the relationship between beta Lactoglobulin and species via PART_OF?",0.5009971857070923,0.0,Cattle,0,"I'm sorry, but I can't verify the information you've provided about the year of publication for the first question. However, I can tell you that the Proximal Convoluted Tubule (PCT) is a part of the nephron in the kidney, and it is involved in the reabsorption of glucose, amino acids, and other substances"
C0031678,Phosphoric Monoester Hydrolases,aapp,INHIBITS,C0030933,Peptide Elongation Factor Tu,aapp,2014,24625928,24625928,,19096652,Which proteins does Phosphoric Monoester Hydrolases inhibit?,0.1905351877212524,0.0,Peptide Elongation Factor Tu,2020,"5'-AMP-activated protein kinase (AMPK) primarily affects cell metabolism, particularly in the regulation of energy homeostasis. It plays a crucial role in cell survival by promoting catabolic processes that generate ATP while inhibiting anabolic processes that consume ATP when energy levels are low. This helps to maintain cellular energy balance and prevent cell death"
C0032098,Plants,plnt,LOCATION_OF,C0661611,castasterone,strd,2015,25433632,25433632,,3162727,Which medical entities is the anatomical location of Plants?,0.2571995556354522,0.0,castasterone,0,"It seems like there's a mistake in the question. Plants are not a medical entity, and they don't have an anatomical location in the context of human medicine. However, if you're asking about the anatomical location of plant cells or plant tissues in a broader biological context, the answer would be various parts of a plant, such as the root, stem, leaf, or flower"
C0312359,phenylpyruvate tautomerase,aapp,ASSOCIATED_WITH,C0002736,Amyotrophic Lateral Sclerosis,dsyn,2018,28679106,28679106,,37777995,Which diseases or conditions is phenylpyruvate tautomerase most strongly associated with?,0.094280406832695,0.0,Amyotrophic Lateral Sclerosis,0,I'm unable to verify the answer to the last question
C0439925,Dichlorophenol,orch,INHIBITS,C0007009,Carbon,elii,2015,25559487,25559487,,18723126,Which medical entities does Dichlorophenol inhibit?,0.1384936571121215,0.0,Carbon,0,"I can't provide information on the relationship between uptake and medical entities via PROCESS_OF, or the medical entities that Dichlorophenol inhibits. Is there anything else I can help you with?"
C0021641,Insulin,aapp,AUGMENTS,C1159527,glucose uptake,celf,2023,36617350,36617350,,395463970,"In a biomedical context, what is the relationship between Insulin and cell types via AUGMENTS?",1.0,1.0,glucose uptake,0,"I can't verify the information you've provided about the anatomical location of Exit being Myoblasts, the anatomical location of Proximal interphalangeal joint being Hyperextension, or the relationship between Insulin and cell types via AUGMENTS"
55905,RNF114,gngm,INHIBITS,C0530129|7189,TNF receptor-associated factor 6|TRAF6,gngm,2018,28708287,28708287,,36822416,Which genes does RNF114 inhibit?,0.2133045792579651,0.0,TNF receptor-associated factor 6|TRAF6,0,"I'm unable to verify the answer to the question ""Which genes does RNF114 inhibit?"""
C1322783,Digitizers,medd,USES,C0183210,Sensors,medd,2016,25532189,25532189,,21215757,"In a biomedical context, what is the relationship between Digitizers and medical entities via USES?",0.2278626263141632,0.0,Sensors,2022,"The answer is Electroencephalography (EEG) or Electromyography (EMG) devices, as digitizers are often used in these medical entities for signal processing and analysis"
C0021760,interleukin-6,aapp,COEXISTS_WITH,C0002844,Androgens,horm,2022,34986386,34986386,,378190733,Which medical entities commonly co-exists with interleukin-6?,0.0913472548127174,0.0,Androgens,0,"I can't provide information on the relationship between Embedding and medical entities via USES, the anatomical location of Serum, the clinical findings Scanning is used to diagnose, or the medical entities that commonly co-exist with interleukin-6"
C0497093,Sensitivity test,diap,USES,C0441665,Disk diffusion,lbpr,2011,23548256,23548256,,28701851,"In a biomedical context, what is the relationship between Sensitivity test and medical entities via USES?",-0.0692087411880493,0.0,Disk diffusion,2021,"Fructose is a simple sugar that can stimulate the release of various hormones and neurotransmitters in the body. However, it can also stimulate the production of toxins in certain situations, such as in the gut microbiome. High consumption of fructose can lead to an imbalance in the gut microbiome, resulting in the production of toxins that can have negative effects on overall health"
C0006826,Malignant Neoplasms,neop,PROCESS_OF,C0239996,industrial worker,humn,2021,33404908,33404908,,361955556,"In a biomedical context, what is the relationship between Malignant Neoplasms and patients or groups via PROCESS_OF?",0.0537305176258087,0.0,industrial worker,2023,"In a biomedical context, the relationship between Malignant Neoplasms and patients or groups via PROCESS_OF is that Malignant Neoplasms can progress or develop through a series of processes in patients or groups, indicating a sequence of events or actions that lead to the development or progression of the disease"
C0031469,Phenylephrine,phsu,TREATS,C0034693,Rattus norvegicus,mamm,2010,20013818,20013818,,27995742,Which species is Phenylephrine commonly used to treat?,0.1705913543701172,0.0,Rattus norvegicus,2023,"I couldn't find any information that links the anatomical location of the nail plate to ""Implant Failure."" The nail plate is actually located on the distal end of the fingers and toes, specifically on the dorsal surface of the distal phalanges"
C1136170,Virulence Factors,bacs,PART_OF,C0599840,microbial,orgm,2011,24031748,24031748,,29246601,"In a biomedical context, what is the relationship between Virulence Factors and medical entities via PART_OF?",0.5965591073036194,0.0,microbial,0,It seems like there are some inaccuracies in the provided questions and answers. I'll address each question based on my knowledge
C0206529,"Receptors, Metabotropic Glutamate",aapp,AUGMENTS,C0011581,Depressive disorder,mobd,2013,23272921,23272921,,19221312,"In a biomedical context, what is the relationship between Receptors, Metabotropic Glutamate and diseases or conditions via AUGMENTS?",0.2581912577152252,0.0,Depressive disorder,0,I can't verify the information about the NBL1 gene and water
C0079323,Extracellular Matrix Proteins,gngm,INTERACTS_WITH,C0025166,Megakaryocytes,cell,2018,29076144,29076144,,249369792,Which cell types does Extracellular Matrix Proteins significantly interact with?,0.3354909420013428,0.0,Megakaryocytes,2019,Extracellular Matrix Proteins significantly interact with Fibroblasts and Endothelial cells
C0227230,Body of stomach,bpoc,LOCATION_OF,C1096155,Macrophage Activation Syndrome,dsyn,2023,36607377,36607377,,395354205,Which diseases or conditions is the anatomical location of Body of stomach?,0.1957652270793914,0.0,Macrophage Activation Syndrome,2022,"In a biomedical context, Diabetes Mellitus, Non-Insulin-Dependent is related to patients or groups via PROCESS_OF, specifically through the process of gestation, where Non-Insulin-Dependent Diabetes Mellitus (NIDDM) or Type 2 Diabetes is more common in women, particularly during pregnancy"
C1520007,Viral Vector,phsu,INTERACTS_WITH,C0282641,Transgenes,gngm,2012,23344177,23344177,,22392403,Which genes does Viral Vector significantly interact with?,0.2373188585042953,0.0,Transgenes,2020,"The viral vector significantly interacts with the genes that are involved in the immune response, such as CD4, CD8, and MHC class I and II genes. It also interacts with genes involved in cell cycle regulation, apoptosis, and transcriptional control. Additionally, viral vectors can interact with genes involved in the production of cytokines and chemokines, which play a crucial role in the immune response"
C0032594,Polysaccharides,carb,INTERACTS_WITH,C0033684,Proteins,aapp,2020,31626754,31626754,,342801584,Which proteins does Polysaccharides significantly interact with?,1.0,1.0,Proteins,2020,Polysaccharides significantly interact with Glycoproteins and Lectins
C0007222,Cardiovascular Diseases,dsyn,PROCESS_OF,C0043210,Woman,humn,2020,32821939,32821939,,345109000,"In a biomedical context, what is the relationship between Cardiovascular Diseases and patients or groups via PROCESS_OF?",0.0695594772696495,0.0,Woman,2011,"The anatomical location of cells is typically within tissues, organs, or systems of the body. However, when considering diseases or conditions, the answer you provided, Neoplasm Metastasis, is a correct association. Neoplasm metastasis refers to the spread of cancer cells from the primary site to other parts of the body, which involves cells"
C0597305,protists,orgm,ISA,C0684063,Eukaryota,orgm,2019,30473309,30473309,,272503959,"In a biomedical context, what is the relationship between protists and medical entities via ISA?",0.327168196439743,0.0,Eukaryota,0,I can't verify the answer to your question about protists and medical entities via ISA
C4019071,Transitional Care,hlca,TREATS,C0018801,Heart failure,dsyn,2022,34983888,34983888,,378165219,Which diseases or conditions is Transitional Care commonly used to treat?,0.2274680137634277,0.0,Heart failure,2013,"The anatomical location of the mandible is commonly associated with various conditions and diseases, including Neoplasm, specifically oral cancer, mandibular fractures, and temporomandibular joint disorders"
